"And the Academy Award for ____ goes to ____.","0","2"
"For my next trick, I will pull ____ out of ____.","0","2"
"____ is a slippery slope that leads to ____.","0","2"
"In M. Night Shyamalan's new movie, Bruce Willis discovers that ____ had really been ____ all along.","0","2"
"In a world ravaged by ____, our only solace is ____.","0","2"
"In his new summer comedy, Rob Schneider is ____ trapped in the body of ____.","0","2"
"I never truly understood ____ until I encountered ____.","0","2"
"When I was tripping on acid, ____ turned into ____.","0","2"
"That's right, I killed ____. How, you ask? ____.","0","2"
"____ + ____ = ____.","2","3"
"What is Curious George so curious about?","0","1"
"test","0","1"
"Starting Canadian Black Cards","0","1"
"End Canadian Black Cards","0","1"
"end bonus misprint bonus card","0","1"
"begin First Expansion","0","1"
"end first expansion","0","1"
"O Canada, we stand on guard for ____.","0","1"
"Air Canada guidelines now prohibit ____ on airplanes.","0","1"
"In an attempt to reach a wider audience, the Royal Ontario Museum has opened an interactive exhibit on ____.","0","1"
"CTV presents ____, the story of ____.","0","2"
"What's the Canadian government using to inspire rural students to succeed?","0","1"
"He who controls ____ controls the world.","0","1"
"The CIA now interrogates enemy agents by repeatedly subjecting them to ____.","0","1"
"Dear Sir or Madam, We regret to inform you that the Office of ____ has denied your request for ____.","0","2"
"In Rome, there are whisperings that the Vatican has a secret room devoted to ____.","0","1"
"Science will never explain the origin of ____.","0","1"
"When all else fails, I can always masturbate to ____.","0","1"
"I learned the hard way that you can't cheer up a grieving friend with ____.","0","1"
"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ____.","0","1"
"An international tribunal has found ____ guilty of ____.","0","2"
"The socialist governments of Scandinavia have declared that access to ____ is a basic human right.","0","1"
"In his new self-produced album, Kanye West raps over the sounds of ____.","0","1"
"What's the gift that keeps on giving?","0","1"
"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only ____ and his wits.","0","1"
"When I pooped, what came out of my butt?","0","1"
"In the distant future, historians will agree that ____ marked the beginning of America's decline.","0","1"
"In a pinch, ____ can be a suitable substitute for ____.","0","2"
"What has been making life difficult at the nudist colony?","0","1"
"Michael Bay's new three-hour action epic pits ____ against ____.","0","2"
"What is the next big sideshow attraction?","0","1"
"Praise ____!","0","1"
"What's the next superhero/sidekick duo?","0","2"
"Keith Richards enjoys ____ on his food.","0","1"
"Daddy, why is Mommy crying?","0","1"
"And I would have gotten away with it, too, if it hadn't been for ____!","0","1"
"What brought the orgy to a grinding halt?","0","1"
"During his midlife crisis, my dad got really into ____.","0","1"
"____ would be woefully incomplete without ____.","0","2"
"My new favorite porn star is Joey ""____"" McGee.","0","1"
"Before I run for president, I must destroy all evidence of my involvement with ____.","0","1"
"This is your captain speaking. Fasten your seatbelts and prepare for ____.","0","1"
"In his newest and most difficult stunt, David Blaine must escape from ____.","0","1"
"The Five Stages of Grief: denial, anger, bargaining, ____, acceptance.","0","1"
"My mom freaked out when she looked at my browser history and found ____.com/____.","0","2"
"I went from ____ to ____, all thanks to ____.","2","3"
"Members of New York's social elite are paying thousands of dollars just to experience ____.","0","1"
"This month's Cosmo: ""Spice up your sex life by bringing ____ into the bedroom.""","0","1"
"Little Miss Muffet Sat on a tuffet, Eating her curds and ____.","0","1"
"If God didn't want us to enjoy ____, he wouldn't have given us ____.","0","2"
"My country, 'tis of thee, sweet land of ____.","0","1"
"After months of debate, the Occupy Wall Street General Assembly could only agree on ""More ____!""","0","1"
"I spent my whole life working toward ____, only to have it ruined by ____.","0","2"
"Next time on Dr. Phil: How to talk to your child about ____.","0","1"
"Only two things in life are certain: death and ____.","0","1"
"Everyone down on the ground! We don't want to hurt anyone. We're just here for ____.","0","1"
"The healing process began when I joined a support group for victims of ____.","0","1"
"The votes are in, and the new high school mascot is ____.","0","1"
"Charades was ruined for me forever when my mom had to act out ____.","0","1"
"Before ____, all we had was ____.","0","2"
"Tonight on 20/20: What you don't know about ____ could kill you.","0","1"
"You haven't truly lived until you've experienced ____ and ____ at the same time.","0","2"
"____? There's an app for that.","0","1"
"Maybe she's born with it. Maybe it's ____.","0","1"
"In L.A. County Jail, word is you can trade 200 cigarettes for ____.","0","1"
"After the earthquake, Sean Penn brought ____ to the people of Haiti.","0","1"
"Next on ESPN2, the World Series of ____.","0","1"
"Step 1: ____. Step 2: ____. Step 3: Profit.","0","2"
"Life for American Indians was forever changed when the White Man introduced them to ____.","0","1"
"This holiday season, Tim Allen must overcome his fear of ____ to save Christmas.","0","1"
"Jesus is ____.","0","1"
"On the third day of Christmas, my true love gave to me: three French hens, two turtle doves, and ____.","0","1"
"Wake up, America. Christmas is under attack by secular liberals and their ____.","0","1"
"Every Christmas, my uncle gets drunk and tells the story about ____.","0","1"
"What keeps me warm during the cold, cold winter?","0","1"
"After blacking out during New Year's Eve, I was awoken by ____.","0","1"
"____ Jesus is the Jesus of ____.","0","2"
"____ ALL THE ____.","0","2"
"There were ALOT of ____ doing ____.","0","2"
"Dogimo would give up ____ to type a six sentence paragraph in a thread.","0","1"
"Simple dog ate and vomited ____.","0","1"
"When I was 25, I won an award for ____.","0","1"
"I'm more awesome than a T-rex because of ____.","0","1"
"____ in my pants.","0","1"
"We need to talk about your whole gallon of ____.","0","1"
"Clean ALL the ____.","0","1"
"The first rule of Jade Club is ____.","0","1"
"The forum nearly broke when ____ posted ____ in The Dead Thread.","0","2"
"A mod war about ____ occurred during ____.","0","2"
"No one likes me after I posted ____ in the TMI thread.","0","1"
"____ was banned from tinychat because of ____.","0","2"
"____ for president!","0","1"
"I did ____, like a fucking adult.","0","1"
"Domo travelled across ____ to win the prize of ____.","0","2"
"Roses and her hammer collection defeated an entire squadron of ____.","0","1"
"After Blue posted ____ in chat, I never trusted his links again.","0","1"
"Fuck you, I'm a ____.","0","1"
"Cunnilungus and psychiatry brought us to ____.","0","1"
"I CAN ____ ACROSS THE ____.","0","2"
"____ is the only thing that matters.","0","1"
"I'm an expert on ____.","0","1"
"What can you always find in between the couch cushions?","0","1"
"I want ____ in my mouflon RIGHT MEOW.","0","1"
"Don't get mad, get ____.","0","1"
"Have fun, don't be ____.","0","1"
"It's the end of ____ as we know it.","0","1"
"____ is my worst habit.","0","1"
"Everything's better with ____.","0","1"
"Yaar's mother is ____.","0","1"
"What would you taste like?","0","1"
"What have you accomplished today?","0","1"
"What made you happy today?","0","1"
"Why are you frothing with rage?","0","1"
"What mildy annoyed you today?","0","1"
"We'll always have ____.","0","1"
"____ uses ____. It is SUPER EFFECTIVE!","0","2"
"Let's all rock out to the sounds of ____.","0","1"
"Take ____, it will last longer.","0","1"
"You have my bow. AND MY ____.","0","1"
"VS: Where the ____ happens!","0","1"
"____? FRY. EYES.","0","1"
"A wild ____ appeared! It used ____!","0","2"
"I thought being a ____ was the best thing ever, until I became a ____.","0","2"
"Live long and ____.","0","1"
"The victim was found with ____.","0","1"
"I'm under the ____.","0","1"
"If life gives you ____, make ____.","0","2"
"Who needs a bidet when you have ____?","0","1"
"Kill it with ____!","0","1"
"My ____ is too big!","0","1"
"Best drink ever: One part ____, three parts ____, and a splash of ____.","2","3"
"____ makes me uncomfortable.","0","1"
"Stop, drop, and ____.","0","1"
"Think before you ____.","0","1"
"The hills are alive with ____ of ____.","0","2"
"What is love without ____?","0","1"
"test<sup>&reg;</sup><br><i>italic</i>&trade;<br><span class=""card_number""><b>&uarr;</b></span>","0","1"
"____ is the name of my ____ cover band.","0","2"
"Alcoholic games of Clue&reg; lead to ____.","0","1"
"I have an idea even better than Kickstarter, and it's called ____starter.","0","1"
"You have been waylaid by ____ and must defend yourself.","0","1"
"Action stations! Action stations! Set condition one throughout the fleet and brace for ____!","0","1"
"In the final round of this year's Omegathon, Omeganauts must face off in a game of ____.","0","1"
"Press <span class=""card_number"">&darr;</span><span class=""card_number"">&darr;</span><span class=""card_number"">&larr;</span><span class=""card_number"">&rarr;</span><span class=""card_number"">B</span> to unleash ____.","0","1"
"I don't know exactly how I got the PAX plague, but I suspect it had something to do with ____.","0","1"
"____: Hours of fun. Easy to use. Perfect for ____!","0","2"
"Turns out that ____-Man was neither the hero we needed nor wanted.","0","1"
"What left this stain on my couch?","0","1"
"Call the law offices of Goldstein &amp; Goldstein, because no one should have to tolerate ____ in the workplace.","0","1"
"A successful job interview begins with a firm handshake and ends with ____.","0","1"
"Lovin' you is easy 'cause you're ____.","0","1"
"Money can't buy me love, but it can buy me ____.","0","1"
"Listen, son. If you want to get involved with ____, I won't stop you. Just steer clear of ____.","0","2"
"During high school, I never really fit in until I found ____ club.","0","1"
"Hey baby, come back to my place and I'll show you ____.","0","1"
"To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of ____.","0","1"
"Finally! A service that delivers ____ right to your door.","0","1"
"My gym teacher got fired for adding ____ to the obstacle course.","0","1"
"When you get right down to it, ____ is just ____.","0","2"
"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ____.","0","1"
"In the seventh circle of Hell, sinners must endure ____ for all eternity.","0","1"
"After months of practice with ____, I think I'm finally ready for ____.","0","2"
"The blind date was going horribly until we discovered our shared interest in ____.","0","1"
"____. Awesome in theory, kind of a mess in practice.","0","1"
"With enough time and pressure, ____ will turn into ____.","0","2"
"I'm not like the rest of you. I'm too rich and busy for ____.","0","1"
"And what did <i>you</i> bring for show and tell?","0","1"
"Having problems with ____? Try ____!","0","2"
"As part of his contract, Prince won't perform without ____ in his dressing room.","0","1"
"____.tumblr.com","0","1"
"What's the next Happy Meal&reg; toy?","0","1"
"My life is ruled by a vicious cycle of ____ and ____.","0","2"
"After I saw ____, I needed ____.","0","2"
"There's ____ in my soup.","0","1"
"____ caused Northernlion to take stupid damage.","0","1"
"____ Is the best item in The Binding of Isaac.","0","1"
"____ is the worst item in The Binding of Isaac.","0","1"
"____ is/are Northernlion's worst nightmare.","0","1"
"____ sounds like a great alternative rock band.","0","1"
"____: The Northernlion Story.","0","1"
"____? Well, I won't look a gift horse in the mouth on that one.","0","1"
"____. Everything else is uncivilized.","0","1"
"""Hey everybody and welcome to Let's Look At ____!""","0","1"
"As always, I will ____ you next time!","0","1"
"Best game of 2013? ____, of course.","0","1"
"But that ____ has sailed.","0","1"
"Lifetime&reg; presents ____, the story of ____.","0","2"
"Dear Abby,<br><br>I'm having some trouble with ____ and would like your advice.","0","1"
"Even ____ is/are better at video games than Northernlion.","0","1"
"Everything's coming up ____.","0","1"
"Finding something like ____ would turn this run around.","0","1"
"Fuck the haters, this is ____.","0","1"
"Get in my ____ zone.","0","1"
"How do you get your dog to stop humping your leg?","0","1"
"I can do ____ and die immediately afterward.","0","1"
"I don't even see ____ anymore; all I see are blondes, brunettes, redheads...","0","1"
"I'm in the permanent ____ state.","0","1"
"If sloth ____ are wrong I don’t want to be right.","0","1"
"Invaded the world of ____.","0","1"
"It's ____, ya dangus!","0","1"
"JSmithOTI: Total ____.","0","1"
"Legend has it, the Thug of Porn was arrested for ____.","0","1"
"Let's Look At: ____.","0","1"
"Northernlion's latest novelty Twitter account is @____.","0","1"
"More like the Duke of ____, right?","0","1"
"No one man should have all that ____.","0","1"
"Northernlion has been facing ridicule for calling ____ a rogue-like.","0","1"
"Northernlion always forgets the name of ____.","0","1"
"Northernlion's refusal to Let's Play ____ was probably a good call.","0","1"
"Of all the things that Ryan and Josh have in common, they bond together through their mutual love of ____.","0","1"
"Oh god, I can't believe we ate ____ at PAX.","0","1"
"One thing Northernlion was right about was ____.","0","1"
"Only in Korea can you see ____.","0","1"
"Praise the ____!","0","1"
"Recently, Northernlion has felt woefully insecure due to ____.","0","1"
"Roguelike? How about ___-like.","0","1"
"Sometimes, a man's just gotta ____.","0","1"
"The hero of the stream was ____.","0","1"
"The stream was going well until ____.","0","1"
"The Youtube chat proved ineffective, so instead we had to communicate via ____.","0","1"
"____? It's a DLC item.","0","1"
"This new game is an interesting ____-like-like.","0","1"
"We're rolling in ____!","0","1"
"Whenever I ___, take a drink.","0","1"
"Today's trivia topic is ____.","0","1"
"What do you give to the CEO of Youtube as a gift?","0","1"
"The only way NL is ever going to make it to Hell in Spelunky is by using ____.","0","1"
"That ____ has sailed.","0","1"
"Welcome back to The Binding of Isaac. Today's challenge run will be based on  ____.","0","1"
"Well there's nothing wrong with ____ by any stretch of the imagination.","0","1"
"I'd sacrifice ____ at the Altar.","0","1"
"Fox would still be here if not for ____.","0","1"
"The Holy Trinity: ____, ____, and ____!","2","3"
"I wasn't even that drunk! I just had some ____, ____, and ____.","2","3"
"____ was indicted on account of ____.","0","2"
"____: The ____ Story.","0","2"
"What does Alucard have nightmares about?","0","1"
"Hello everybody, welcome to a new episode of ____ plays ____.","0","2"
"I beat Blue Baby with only ____ and ____!","0","2"
"Northernlion has alienated fans of ____ by calling them ____.","0","2"
"Northernlion was fired from his teaching job and had to flee South Korea after an incident involving  ____ and ____.","0","2"
"I've always wanted to become a voice actor, so I could play the role of ____.","0","1"
"My original species combines ____ and ____. It's called ____.","2","3"
"____. And now I'm bleeding.","0","1"
"Don't slow down in East Cleveland or ____.","0","1"
"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on ____.","0","1"
"My life for ____!","0","1"
"Who let the dogs out?","0","1"
"In his next movie, Will Smith saves the world from ____.","0","1"
"Lady Gaga has revealed her new dress will be made of ____.","0","1"
"Justin Beiber's new song is all about ____.","0","1"
"The new fad diet is all about making people do ____ and eat ____.","0","2"
"Grand Theft Auto&trade;: ____.","0","1"
"I whip my ____ back and forth.","0","1"
"When North Korea gets ____, it will be the end of the world.","0","1"
"Plan a three course meal.","2","3"
"Tastes like ____.","0","1"
"What is literally worse than Hitler?","0","1"
"____ ruined many people's childhood.","0","1"
"____ and ____ are the new hot couple.","0","2"
"Who needs college when you have ____.","0","1"
"When short on money, you can always ____.","0","1"
"What will Xyzzy take over the world with?","0","1"
"The next pokemon will combine ____ and ____.","0","2"
"Who is GLaDOS's next test subject?","0","1"
"Instead of playing Cards Against Humanity, you could be ____.","0","1"
"The next Assassin's Creed game will take place in ____.","0","1"
"I wouldn't fuck ____ with ____'s dick.","0","2"
"One does not simply walk into ____.","0","1"
"In the next Punch Out!!, ____ will be the secret final boss.","0","1"
"Welcome to my secret lair on ____.","0","1"
"Dustin Browder demands more ____ in StarCraft&reg;.","0","1"
"What is the answer to life's question?","0","1"
"I've got the whole world in my ____.","0","1"
"I never thought ____ would be so enjoyable.","0","1"
"In his second term, Obama will rid America of ____.","0","1"
"What is Japan's national pastime?","0","1"
"Suck my ____.","0","1"
"In the future, ____ will fuel our cars.","0","1"
"The lion, the witch, and ____.","0","1"
"In the next episode, SpongeBob gets introduced to ____. ","0","1"
"____ Game of the Year Edition.","0","1"
"What was going through Osama Bin Laden's head before he died?","0","1"
"In a news conference, Obama pulled out ____, to everyone's surprise.","0","1"
"Nights filled with ____.","0","1"
"To top One More Day, future comic writers will use ____ to break up a relationship.","0","1"
"The real reason MAGFest was ruined was ____.","0","1"
"The reason Linkara doesn't like milk in his cereal is ____.","0","1"
"The secret of Linkara's magic gun is ____.","0","1"
"If the anime industry is dying, what will be the final nail in it's coffin?","0","1"
"For the next Anniversary event, the TGWTG producers must battle ____ to get ____.","0","2"
"If a dog and a dolphin can get along, why not ____ and ____?","0","2"
"If I wanted to see ____, I'll stick with ____, thank you very much.","0","2"
"I asked Linkara to retweet ____, but instead, he retweeted ____.","0","2"
"I write slash fanfiction pairing ____ with ____.","0","2"
"Ladies and gentlemen, I give you ____... COVERED IN BEES!!!","0","1"
"Next time on Obscurus Lupa Presents: "" ____ IV: The Return of ____"".","0","2"
"Don't stand behind him, if you value your ____.","0","1"
"Todd in the Shadows broke the Not a Rhyme button when the singer tried to rhyme ____ with ____.","0","2"
"Welshy is to ____ as Sad Panda is to ____.","0","2"
"Linkara's next story arc will involve him defeating ____ with the power of  ____.","0","2"
"Rock and Roll is nothing but ____ and the rage of ____!","0","2"
"What the hell is ""Juvijuvibro""?!","0","1"
"Being fed up with reviewing lamps, what obscure topic did Linkara review next?","0","1"
"When I was a kid, all we had in Lunchables were three ____ and ____.","0","2"
"On its last dying breath, ____ sent out a cry for help. A bunch of ____ heard the cry.","0","2"
"I also take ____ as payment for commissions.","0","1"
"____ looks pretty in all the art, but have you seen one in real life?","0","1"
"At the last PAX, Paul and Storm had ____ thrown at them during ""Opening Band"".","0","1"
"How did I lose my virginity?","0","1"
"Here is the church<br>Here is the steeple<br>Open the doors<br>And there is ____.","0","1"
"During his childhood, Salvador Dal&iacute; produced hundreds of paintings of ____.","0","1"
"This is the way the world ends  This is the way the world ends  Not with a bang but with ____.","0","1"
"In 1,000 years, when paper money is a distant memory, how will we pay for goods and services?","0","1"
"War!<br><br>What is it good for?","0","1"
"What don't you want to find in your Kung Pao chicken?","0","1"
"Rumor has it that Vladimir Putin's favorite delicacy is ____ stuffed with ____.","0","2"
"The Smithsonian Museum of Natural History has just opened an exhibit on ____.","0","1"
"What did the commenters bitch about next to Doug?","0","1"
"At first I couldn't understand ____, but now it's my biggest kink.","0","1"
"Long story short, I ended up with ____ in my ass.","0","1"
"Don't knock ____ until you've tried it.","0","1"
"Who knew I'd be able to make a living off of ____?","0","1"
"It's difficult to explain to friends and family why I know so much about ____.","0","1"
"Once I started roleplaying ____, it was all downhill from there.","0","1"
"____ are so goddamn cool.","0","1"
"____, by Bad Dragon™.","0","1"
"No, look, you don't understand. I REALLY like ____.","0","1"
"I don't think my parents will ever accept that the real me is ____.","0","1"
"I can't believe I spent most of my paycheck on ____.","0","1"
"You can try to justify ____ all you want, but you don't have to be ____ to realize it's just plain wrong.","0","2"
"I've been waiting all year for ____.","0","1"
"I can't wait to meet up with my internet friends for ____.","0","1"
"The next crossover will have ____ and ____ review ____.","2","3"
"We all made a mistake when we ate ____ at MAGFest.","0","1"
"Kyle's next student film will focus on ____.","0","1"
"The RDA chat knew Nash was trolling them when he played ____.","0","1"
"Why does Linkara have all of those Cybermats?","0","1"
"____ will be the subject of the next TGWTG panel at MAGFest.","0","1"
"At his next con appearance, Linkara will cosplay as ____.","0","1"
"WAIT!  I have an idea!  It involves using ____!","0","1"
"What does Linkara eat with his chicken strips?","0","1"
"Why was Radio Dead Air shut down this time?","0","1"
"If you value your life, never mention ____ around Oancitizen.","0","1"
"Arlo P. Arlo's newest weapon combines ____ and ____!","0","2"
"____ and ____ are in the worst comic Linkara ever read.","0","2"
"____ is only on the site because of ____.","0","2"
"The newest fanfic trend is turning ____ into ____.","0","2"
"Every weekend, Golby likes to ____ then ____ before finally ____.","2","3"
"Every weekend, Golby enjoys drinking ____ before getting into a fight with ____ and having sex with ____.","2","3"
"Connie the Condor often doesn't talk on skype because of ____.","0","1"
"Jorgi the Corgi most definitely enjoys ____.","0","1"
"Tom is good, but he's not ____ good.","0","1"
"It's DJ Manny in the hizouse, playing ____ all night long!","0","1"
"BENCH ALL THE ____.","0","1"
"Hey guys, check out my ____ montage!","0","1"
"____ + ____ = Golby.","0","2"
"____ is the reason Linkara doesn't like to swear.","0","1"
"____ was completely avoidable!","0","1"
"____ will live!","0","1"
"____ is something else Diamanda Hagan has to live with every day.","0","1"
"____ should be on TGWTG.","0","1"
"____ was the first thing to go when Hagan took over the world.","0","1"
"____! What are you doing here?","0","1"
"____! You know, for kids.","0","1"
"I love ____. It's so bad.","0","1"
"As part of a recent promotion, Japanese KFCs are now dressing their Colonel Sanders statues up as ____.","0","1"
"____. With onions.","0","1"
"____ is the theme of this year's anniversary crossover.","0","1"
"A ____ Credit Card!?","0","1"
"Fighting ____ by moonlight! Winning ____ by daylight! Never running from a real fight! She is the one named ____!","2","3"
"It's no secret.  Deep down, everybody wants to fuck ____.","0","1"
"Behold! My trap card, ____!","0","1"
"Blip checks are way smaller in January so I'll spend the month riffing on ____ to gain more views.","0","1"
"Brad Tries ____.","0","1"
"Doug still regrets the day he decided to do a Let's Play video for ""Bart Simpson's ____ Adventure"".","0","1"
"Enemies of Diamanda Hagan have been known to receive strange packages filled with  ____.","0","1"
"High and away on a wing and a prayer, who could it be? Believe it or not, it's just ____.","0","1"
"What broke Nash this week?","0","1"
"I ____ so you don't have to.","0","1"
"I AM THE VOICELESS. THE NEVER SHOULD. I AM ____.","0","1"
"I prefer for MY exploitation films to have ____, thank you very much.","0","1"
"I watch movies just to see if I can find a Big Lipped ____ Moment.","0","1"
"I'm looking forward to Jesuotaku's playthrough of Fire Emblem: ____.","0","1"
"After eating a Devil Fruit, I now have the power of ____.","0","1"
"In his latest review, Phelous was killed by ____.","0","1"
"It was all going well until they found ____.","0","1"
"JW confirms, you can play ____,","0","1"
"Next January, the Nostalgia Critic is doing ____ Month.","0","1"
"No one wants to see your ____.","0","1"
"Of Course! Don't you know anything about ____?","0","1"
"OH MY GOD THIS IS THE GREATEST ____ I'VE EVER SEEN IN MY LIFE!","0","1"
"On the other side of the Plot Hole, the Nostalgia Critic found ____.","0","1"
"Reactions were mixed when ____ joined TGWTG.","0","1"
"Sage has presented JO with the new ecchi series ____.","0","1"
"Sean got his head stuck in ____.","0","1"
"STOP OR I WILL ____.","0","1"
"The invasion of Molassia was tragically thwarted by ____.","0","1"
"The newest reviewer addition to the site specializes in ____.","0","1"
"The next person to leave Channel Awesome will announce their departure via ____.","0","1"
"The next Renegade Cut is about ____ in a beloved children's movie.","0","1"
"The Nostalgia Critic will NEVER review ____.","0","1"
"The only thing Linkara would sell his soul for is ____.","0","1"
"What is the real reason Demo Reel failed?","0","1"
"By far, the most mind-bogglingly awesome thing I've ever seen in anime is ____.","0","1"
"My Little Sister Can't Be ____!","0","1"
"This weekend, the nation of Haganistan will once again commence its annual celebration of ____.  ","0","1"
"To troll the RDA chat this time, Todd requested a song by ____.","0","1"
"Todd knew he didn't have a chance after trying to seduce Lupa with ____.","0","1"
"Turns out, that wasn't tea in MikeJ's cup, it was ____.","0","1"
"Viewers were shocked when Paw declared ____ the best song of the movie.","0","1"
"WE WERE FIGHTING LIKE ____.","0","1"
"Well, I've read enough fanfic about ____ and Lupa to last a lifetime.","0","1"
"What does Nash like to sing about?","0","1"
"What does Todd look like under his mask?","0","1"
"What doesn't go there?","0","1"
"What doesn't work that way?","0","1"
"What else does Diamanda Hagan have to live with every day?","0","1"
"What is in Sci Fi Guy's vest?","0","1"
"What the fuck is wrong with you?","0","1"
"What will Tara name her next hippo?","0","1"
"What's holding up the site redesign?","0","1"
"What's really inside the Plot Hole?","0","1"
"What's the real reason nobody has ever played the TGWTG Panel Drinking Game?","0","1"
"What's up next on WTFIWWY?","0","1"
"When the JesuOtaku stream got to the ""awful part of the night,"" the GreatSG video featured ____.","0","1"
"Why can't Film Brain stop extending his final vowels?","0","1"
"90's Kid's favorite comic is ____.","0","1"
"Because poor literacy is ____.","0","1"
"He is a glitch. He is missing. He is ____.","0","1"
"In a surprise twist, the villain of Linkara's next story arc turned out to be ____.","0","1"
"Linkara now prefers to say ____ in lieu of ""fuck"".","0","1"
"Of course!  Don't you know anything about ___?","0","1"
"Snowflame feels no ____.","0","1"
"Snowflame found a new love besides cocaine. What is it?","0","1"
"So let's dig into ____ #1.","0","1"
"Where'd he purchase that?","0","1"
"When is the next History of Power Rangers coming out?","0","1"
"What is as low as the standards of the 90's Kid?","0","1"
"What delayed the next History of Power Rangers?","0","1"
"____ has the ""mount"" keyword.","0","1"
"On a night out, Golby will traditionally get into a fight with a ____ then have sex with a ____ before complaining about a hangover from too much ____.","2","3"
"You're so _____ I'll have to delete you.","0","1"
"Cindi suddenly turned into Steven after ____.","0","1"
"When Barta isn't talking he's ____.","0","1"
"I got a new tattoo, it looks a bit like ____.","0","1"
"What strange Korean delicacy will Mark enjoy today?","0","1"
"____ is camping my lane.","0","1"
"The OGN was fun, but there was far too much ____ cosplay.","0","1"
"""What are you thinking?"" ""You know, ____ and stuff.""","0","1"
"Drunken games of Pretend You're Xyzzy lead to ____ and ____.","0","2"
"Vegeta, what does the scouter say?","0","1"
"____. BELIEVE IT!","0","1"
"Make a contract with me, and become ____!","0","1"
"You guys are so wrong. Obviously, ____ is best waifu.","0","1"
"In the latest chapter of Toriko, our hero hunts down, kills, and eats a creature made entirely of ____.","0","1"
